session,quelle,thema,erstellt,teacher_name,teacher_model,overall_score,themenbezogenheit,logik-des-aufbaus,ausfuehrlichkeit-aussagekraft,sprachbeherrschung,komplexitaet,wortschatz-textverknuepfung,gebrauch-sprachlicher-strukturen,teacher_folder
8fc93f932c664a4885b7627253e35253,DeepSeek-V3.2,Traditional games or modern games in developing children's skills,2026-04-27T01:47:12.217419+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,minimax-m2-7-evaluator
01bd1d681f994404bdc27e6c8b0c8f1e,GPT-5.5,Traditional games or modern games in developing children's skills,2026-04-27T01:47:12.218430+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,3.93,4.0,4.0,4.0,4.0,3.5,4.0,4.0,minimax-m2-7-evaluator
e5df6a7327b841c5831fe45eb2f59af8,DeepSeek-V4Pro,Traditional games or modern games in developing children's skills,2026-04-27T01:47:12.218430+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,minimax-m2-7-evaluator
adbd7ac24861436a82ec1829566fd55a,ClaudeOpus4.6,Traditional games or modern games in developing children's skills,2026-04-27T01:47:12.218430+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,3.93,4.0,4.0,4.0,4.0,3.5,4.0,4.0,minimax-m2-7-evaluator
470282f7a04f4520bdbe89cc8a89cb1d,ClaudeOpus4.7,Traditional games or modern games in developing children's skills,2026-04-27T01:47:12.218430+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5,minimax-m2-7-evaluator
62749ba3ae1f4ca18bebcd5ab8948069,Gemini3.1Pro,Traditional games or modern games in developing children's skills,2026-04-27T01:47:12.218430+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,minimax-m2-7-evaluator
4c2636bf299b47d39861d3310cc00450,Student,Museums as a form of entertainment or education?,2026-04-27T01:49:43.306320+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,3.79,4.5,4.0,4.0,3.5,3.5,3.5,3.5,minimax-m2-7-evaluator
f93a076ba3a74806bc3d2981a2a8b982,ChatGPT-3,Museums as a form of entertainment or education?,2026-04-27T01:49:58.284936+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,3.36,4.0,3.5,3.5,3.5,3.0,3.0,3.0,minimax-m2-7-evaluator
bdbcfd2e95014dd4a8e5c654ad1dfe8c,ChatGPT-4,Museums as a form of entertainment or education?,2026-04-27T01:50:11.291302+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.57,5.0,4.5,5.0,4.5,4.0,4.5,4.5,minimax-m2-7-evaluator
ac1f4be254d6463db35cf8a6b9ea7793,Qwen3.6Plus,Museums as a form of entertainment or education?,2026-04-27T01:50:19.707423+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.79,5.0,5.0,5.0,5.0,4.5,4.5,4.5,minimax-m2-7-evaluator
fb75b3b9149341ffbf0ecacc3b08ac44,Kimi-K2.6,Museums as a form of entertainment or education?,2026-04-27T01:50:31.088633+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.57,4.5,4.5,5.0,4.5,4.5,4.5,4.5,minimax-m2-7-evaluator
ebe87e5ec624478fa3494a78b1078884,GLM-5.1,Museums as a form of entertainment or education?,2026-04-27T01:50:44.149776+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.07,4.5,4.5,4.5,4.5,3.5,3.5,3.5,minimax-m2-7-evaluator
613703c78e5f4e2793ea5977063777b8,MiniMax-M2.7,Museums as a form of entertainment or education?,2026-04-27T01:50:56.442554+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.79,5.0,5.0,5.0,4.5,4.5,5.0,4.5,minimax-m2-7-evaluator
b69037921d6f4fdbadc2c8222de27db7,DeepSeek-V3.2,Museums as a form of entertainment or education?,2026-04-27T01:51:10.855748+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.29,4.5,4.5,4.5,4.5,4.0,4.0,4.0,minimax-m2-7-evaluator
fb81b49c11124ac991e754216107eb8a,GPT-5.5,Museums as a form of entertainment or education?,2026-04-27T01:51:27.869743+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.21,4.5,4.5,4.5,4.5,3.5,4.0,4.0,minimax-m2-7-evaluator
92be70717236426592d5690751e30f18,DeepSeek-V4Pro,Museums as a form of entertainment or education?,2026-04-27T01:51:39.970423+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.43,4.5,4.5,4.5,4.5,4.5,4.0,4.5,minimax-m2-7-evaluator
dd18b5a42c164ab2a243587e7845754a,ClaudeOpus4.6,Museums as a form of entertainment or education?,2026-04-27T01:51:53.353237+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,3.79,4.0,4.0,4.0,4.0,3.5,3.5,3.5,minimax-m2-7-evaluator
0c7e640e2fac4cd0996b1275be45524c,ClaudeOpus4.7,Museums as a form of entertainment or education?,2026-04-27T01:52:03.929022+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,minimax-m2-7-evaluator
8df2b88391264e26b974438796941580,Gemini3.1Pro,Museums as a form of entertainment or education?,2026-04-27T01:52:16.891748+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.36,4.0,4.5,4.5,4.5,4.0,4.5,4.5,minimax-m2-7-evaluator
305e2285234f48a7be4d7e8d31f90833,Student,Everyone Should Go Camping,2026-04-27T01:53:38.004762+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.93,5.5,5.0,5.0,4.5,4.5,5.0,5.0,minimax-m2-7-evaluator
dda17bbd0ea6402ba7ddfc49bb2d44ee,ChatGPT-3,Everyone Should Go Camping,2026-04-27T01:53:38.004762+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.0,4.0,4.0,4.5,5.0,3.0,3.5,4.0,minimax-m2-7-evaluator
4add499e04624f769667b994d93d2913,ChatGPT-4,Everyone Should Go Camping,2026-04-27T01:53:38.004762+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5,minimax-m2-7-evaluator
45d80754292d415880f1357c8692504c,Qwen3.6Plus,Everyone Should Go Camping,2026-04-27T01:53:38.005787+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,minimax-m2-7-evaluator
d495889286124cfa9cbfe81a36a685e5,Kimi-K2.6,Everyone Should Go Camping,2026-04-27T01:53:38.005787+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,minimax-m2-7-evaluator
d07081a3f7e4492b836281a654058621,GLM-5.1,Everyone Should Go Camping,2026-04-27T01:53:38.005787+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.57,4.5,4.5,5.0,5.0,4.0,4.5,4.5,minimax-m2-7-evaluator
289e3b5c695c4fbba54d8ff8ec1f21f3,MiniMax-M2.7,Everyone Should Go Camping,2026-04-27T01:53:38.005787+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,minimax-m2-7-evaluator
69e6a280161d41b8b23dc56e57924061,DeepSeek-V3.2,Everyone Should Go Camping,2026-04-27T01:53:38.005787+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,minimax-m2-7-evaluator
7410acbda87f42418a5848629d7468fa,GPT-5.5,Everyone Should Go Camping,2026-04-27T01:53:38.005787+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.21,4.5,4.5,4.5,4.5,3.5,4.0,4.0,minimax-m2-7-evaluator
0af27fb277f147f0b29105a357b69e21,DeepSeek-V4Pro,Everyone Should Go Camping,2026-04-27T01:53:38.005787+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,minimax-m2-7-evaluator
834016dca4ef4574926f63a682c5aca9,ClaudeOpus4.6,Everyone Should Go Camping,2026-04-27T01:53:38.005787+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,minimax-m2-7-evaluator
f364af646caa41a39bc5353e6c0814b5,ClaudeOpus4.7,Everyone Should Go Camping,2026-04-27T01:53:38.005787+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,5.07,5.0,5.0,5.5,5.0,4.5,5.5,5.0,minimax-m2-7-evaluator
1e64ee522cca44d6abd3f4e3aaf69f8a,Gemini3.1Pro,Everyone Should Go Camping,2026-04-27T01:53:38.005787+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,5.57,5.5,5.5,5.5,5.5,6.0,5.5,5.5,minimax-m2-7-evaluator
e3fb82a2712044e6902691a857dc903e,Student,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T01:56:09.919534+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.36,4.5,4.5,4.5,4.0,4.0,4.5,4.5,minimax-m2-7-evaluator
d6f4f6c6d29a433ca5be46883d3ac0dc,ChatGPT-3,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T01:56:19.085075+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,3.79,4.0,4.0,4.0,4.0,3.5,3.5,3.5,minimax-m2-7-evaluator
163a0945f328439bbc992277a6992d40,ChatGPT-4,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T01:56:33.705499+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.71,5.0,4.5,5.0,5.0,4.5,4.5,4.5,minimax-m2-7-evaluator
bd4bd86b2b1740319706fe14b7664c6d,Qwen3.6Plus,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T01:56:45.630956+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.86,5.0,5.0,5.0,5.0,4.5,4.5,5.0,minimax-m2-7-evaluator
83d94c09cc144faba3fddcb12f7282a8,Kimi-K2.6,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T01:56:57.377376+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.86,5.0,4.5,5.0,5.0,4.5,5.0,5.0,minimax-m2-7-evaluator
16858a72783d4a6f976c524255444949,GLM-5.1,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T01:57:09.996165+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.07,4.5,4.0,4.0,4.0,4.0,4.0,4.0,minimax-m2-7-evaluator
a92081c40f5a488cbeb7ae85693dbe8e,MiniMax-M2.7,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T01:57:22.750335+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,5.07,5.0,5.0,5.0,5.5,5.0,5.0,5.0,minimax-m2-7-evaluator
9334f080a4784a87a697a644c9fcdb1f,DeepSeek-V3.2,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T01:57:38.066672+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.43,4.5,4.5,4.5,4.5,4.5,4.0,4.5,minimax-m2-7-evaluator
a29966ccc2bc42d5bd6d3d08a0abcdf8,GPT-5.5,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T01:57:50.036538+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5,minimax-m2-7-evaluator
fbadde1097014a79ac23e62977bc2e7c,DeepSeek-V4Pro,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T01:58:04.267751+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,minimax-m2-7-evaluator
3348d434fd014499ae20d5b2f5123356,ClaudeOpus4.6,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T01:58:16.465755+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.36,4.5,4.5,4.5,4.5,4.0,4.0,4.5,minimax-m2-7-evaluator
367222e6b7c744928cbc0dc1292e0f9b,ClaudeOpus4.7,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T01:58:28.528334+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.21,4.0,4.5,4.5,4.0,4.0,4.5,4.0,minimax-m2-7-evaluator
9f39be861cc54101b6d584be561e4b85,Gemini3.1Pro,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T01:58:39.631011+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,minimax-m2-7-evaluator
3b25b2954378401aa02a09fce48f4199,Student,Giving mobile phones to the unemployed,2026-04-27T02:00:55.187778+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.0,4.5,4.0,4.0,4.0,3.5,4.0,4.0,minimax-m2-7-evaluator
1f7bad02256b48bb89dce4ac89c980ea,ChatGPT-3,Giving mobile phones to the unemployed,2026-04-27T02:01:04.114671+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.07,4.5,4.5,4.5,4.0,3.5,3.5,4.0,minimax-m2-7-evaluator
a56b129ee0da40cc841e08c911952856,ChatGPT-4,Giving mobile phones to the unemployed,2026-04-27T02:01:35.317379+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,minimax-m2-7-evaluator
6757f34a1be54f06b6da6a974befbbf5,Qwen3.6Plus,Giving mobile phones to the unemployed,2026-04-27T02:01:53.602166+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5,minimax-m2-7-evaluator
fb1977461cce452f81f3cb84acb6e3c4,Kimi-K2.6,Giving mobile phones to the unemployed,2026-04-27T02:02:06.248993+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.5,4.5,4.5,5.0,4.5,4.0,4.5,4.5,minimax-m2-7-evaluator
0a83425514b148f89e1b644b8699bded,GLM-5.1,Giving mobile phones to the unemployed,2026-04-27T02:02:18.689512+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.5,4.5,4.5,5.0,4.5,4.0,4.5,4.5,minimax-m2-7-evaluator
01fba19755894e6796b0633a157f89ee,MiniMax-M2.7,Giving mobile phones to the unemployed,2026-04-27T02:02:31.788884+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.57,5.0,5.0,5.0,4.5,4.0,4.0,4.5,minimax-m2-7-evaluator
3cadf1812eeb412f857ba9bcfbfe2fb2,DeepSeek-V3.2,Giving mobile phones to the unemployed,2026-04-27T02:02:48.219654+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.29,4.5,4.5,4.5,4.0,4.0,4.5,4.0,minimax-m2-7-evaluator
1b8b123e017045a58b417a2052b86fea,GPT-5.5,Giving mobile phones to the unemployed,2026-04-27T02:03:12.389346+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,minimax-m2-7-evaluator
e93eb890686d46828a3981674a3d39be,DeepSeek-V4Pro,Giving mobile phones to the unemployed,2026-04-27T02:03:25.604503+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,minimax-m2-7-evaluator
9bd239eb6f684e81bf6a2d202e9b5314,ClaudeOpus4.6,Giving mobile phones to the unemployed,2026-04-27T02:03:35.936230+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.57,5.0,4.5,5.0,4.5,4.5,4.0,4.5,minimax-m2-7-evaluator
d262125fecd441398e1425d1c3406f86,ClaudeOpus4.7,Giving mobile phones to the unemployed,2026-04-27T02:03:51.973080+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.57,4.5,5.0,5.0,4.5,4.0,4.5,4.5,minimax-m2-7-evaluator
cf6f26ebc4bf485cb1cd649a8d65d133,Gemini3.1Pro,Giving mobile phones to the unemployed,2026-04-27T02:04:03.851886+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.71,5.0,5.0,5.0,4.5,4.5,4.5,4.5,minimax-m2-7-evaluator
79c7c8bc6e234a68989c58adb6e0be76,Student,International sporting occasions help to ease international tensions,2026-04-27T02:04:43.257790+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,3.0,4.0,3.0,3.5,2.5,2.5,3.0,2.5,minimax-m2-7-evaluator
f7da6e1a3f3542f982a226c8044ceca3,ChatGPT-3,International sporting occasions help to ease international tensions,2026-04-27T02:04:43.257790+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.07,4.0,4.0,4.5,4.5,3.5,4.0,4.0,minimax-m2-7-evaluator
3f77f432b1264b6798e3b49c78548e49,ChatGPT-4,International sporting occasions help to ease international tensions,2026-04-27T02:04:43.257790+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,minimax-m2-7-evaluator
d2374d4110df49748392ea54c7ea7d81,Qwen3.6Plus,International sporting occasions help to ease international tensions,2026-04-27T02:04:43.257790+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5,minimax-m2-7-evaluator
ccc4fe13371a4f178cb06a01edb4a2a5,Kimi-K2.6,International sporting occasions help to ease international tensions,2026-04-27T02:04:43.257790+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5,minimax-m2-7-evaluator
729f19c9efac4b939084e44eaedb1064,GLM-5.1,International sporting occasions help to ease international tensions,2026-04-27T02:04:43.257790+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5,minimax-m2-7-evaluator
6227f4a42992418f8bfbf78470184b2a,MiniMax-M2.7,International sporting occasions help to ease international tensions,2026-04-27T02:04:43.257790+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5,minimax-m2-7-evaluator
419467a1d9704d618bf34053b64ff50f,DeepSeek-V3.2,International sporting occasions help to ease international tensions,2026-04-27T02:04:43.257790+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,minimax-m2-7-evaluator
7f38521507024b1a96654774ffc32644,GPT-5.5,International sporting occasions help to ease international tensions,2026-04-27T02:04:43.257790+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5,minimax-m2-7-evaluator
c73424ea9972485da55830810d09ab06,DeepSeek-V4Pro,International sporting occasions help to ease international tensions,2026-04-27T02:04:43.257790+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,minimax-m2-7-evaluator
dbc698faca0a499ea7abe0fd0e12e1a1,ClaudeOpus4.6,International sporting occasions help to ease international tensions,2026-04-27T02:04:43.257790+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5,minimax-m2-7-evaluator
29f0140563db4de49a571c46b3095b34,ClaudeOpus4.7,International sporting occasions help to ease international tensions,2026-04-27T02:04:43.257790+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,minimax-m2-7-evaluator
ca4e35c4de894622a38c745afd8f13bd,Gemini3.1Pro,International sporting occasions help to ease international tensions,2026-04-27T02:04:43.257790+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,minimax-m2-7-evaluator
4a072e92942f411c8629f4115ada8026,Student,The Non-Issue of Same Sex Marriage,2026-04-27T02:08:11.026880+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,minimax-m2-7-evaluator
c154e67962234c398e27613c95fbdcff,ChatGPT-3,The Non-Issue of Same Sex Marriage,2026-04-27T02:08:22.870295+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.0,4.5,4.5,4.0,4.0,3.5,3.5,4.0,minimax-m2-7-evaluator
511488a6fede4973bbb5540b8ac6e552,ChatGPT-4,The Non-Issue of Same Sex Marriage,2026-04-27T02:08:38.543543+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,3.64,3.5,3.5,4.0,4.0,3.5,3.5,3.5,minimax-m2-7-evaluator
2fdb2171387948709f4819045d38535a,Qwen3.6Plus,The Non-Issue of Same Sex Marriage,2026-04-27T02:08:51.531271+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,minimax-m2-7-evaluator
bcb11e13535447b8a9dc84cd1e8e8f37,Kimi-K2.6,The Non-Issue of Same Sex Marriage,2026-04-27T02:09:06.463710+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.29,4.5,4.5,4.5,4.0,4.0,4.5,4.0,minimax-m2-7-evaluator
4ea6539a710947359d4b73c7cc58d9aa,GLM-5.1,The Non-Issue of Same Sex Marriage,2026-04-27T02:09:16.238554+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.14,4.5,4.0,4.5,4.0,4.0,4.0,4.0,minimax-m2-7-evaluator
118dbfa16371463ea433bc50e46bdac4,MiniMax-M2.7,The Non-Issue of Same Sex Marriage,2026-04-27T02:09:30.509429+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.36,4.5,4.5,4.5,4.5,4.0,4.0,4.5,minimax-m2-7-evaluator
2da3aee5570d438d94b310188039dfb4,DeepSeek-V3.2,The Non-Issue of Same Sex Marriage,2026-04-27T02:09:47.577999+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.36,4.0,4.5,4.5,4.5,4.0,4.5,4.5,minimax-m2-7-evaluator
24513870e7064083824f65b1dc77f039,GPT-5.5,The Non-Issue of Same Sex Marriage,2026-04-27T02:10:00.348762+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,3.86,4.0,4.0,4.5,4.0,3.5,3.5,3.5,minimax-m2-7-evaluator
5f1d767849ee433eb4bf2fc0f783998a,DeepSeek-V4Pro,The Non-Issue of Same Sex Marriage,2026-04-27T02:10:11.825155+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.5,4.5,5.0,4.5,4.5,4.0,4.5,4.5,minimax-m2-7-evaluator
d4882e1add704de08b7b209a8f2b0da7,ClaudeOpus4.6,The Non-Issue of Same Sex Marriage,2026-04-27T02:10:54.498724+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,3.79,4.0,4.0,4.0,4.0,3.5,3.5,3.5,minimax-m2-7-evaluator
6c43740e8caf4c009776448cfccd2dec,ClaudeOpus4.7,The Non-Issue of Same Sex Marriage,2026-04-27T02:11:19.139437+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.0,4.0,4.5,4.5,4.5,3.5,3.5,3.5,minimax-m2-7-evaluator
7c291eeec58c4f8bad88e26f19da8740,Gemini3.1Pro,The Non-Issue of Same Sex Marriage,2026-04-27T02:12:04.268965+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,minimax-m2-7-evaluator
885bb4e9b421444d900cb57ec588b215,Student,museums and art galleries will disappear soon?,2026-04-27T02:15:36.287299+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,3.14,4.5,4.0,0.0,3.5,3.0,3.5,3.5,minimax-m2-7-evaluator
165fe7d7339e4670895f4a47207996d8,ChatGPT-3,museums and art galleries will disappear soon?,2026-04-27T02:15:48.019219+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,3.93,4.0,4.0,4.5,4.0,3.5,4.0,3.5,minimax-m2-7-evaluator
2dc76e82bfb447bcae4f5d6961bfb9ca,ChatGPT-4,museums and art galleries will disappear soon?,2026-04-27T02:16:04.601557+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5,minimax-m2-7-evaluator
b9978f0d8588408fa6fa7cc272965c5e,Qwen3.6Plus,museums and art galleries will disappear soon?,2026-04-27T02:16:19.269327+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,minimax-m2-7-evaluator
fc0dcaca184a416590f5f1017dd03b69,Kimi-K2.6,museums and art galleries will disappear soon?,2026-04-27T02:16:36.650806+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5,minimax-m2-7-evaluator
d99a97ca97944b6d9bc4255231a1bb10,GLM-5.1,museums and art galleries will disappear soon?,2026-04-27T02:17:01.617217+00:00,MiniMax-M2.7-Highspeed Evaluator,minimax/minimax-m2.7-highspeed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,minimax-m2-7-evaluator
